label,inc,azi
Fp1,40.85052049262437,105.44178543423465
Fpz,41.75417613693355,90.50140479433134
Fp2,40.86422826460709,74.62575178562787
73,36.70814728421486,98.62670148288407
74,36.70846934155767,81.37475050639478
AF7,39.9440146555444,121.30569597288752
AF3,32.70610216843959,108.80718382019671
AFz,32.18029143207193,89.99875875357776
AF4,32.70404808888945,71.19691285578728
AF8,39.9134906004285,58.79966053131545
78,34.10054591208435,59.76814728349416
77,28.524272500384654,80.46826790421409
76,28.524463842689205,99.53291000457261
75,34.10028188911945,120.23261964521356
F9,47.23222501339514,139.54354465605365
F7,39.287440890771855,137.90677575957784
F5,32.76185267956625,131.7992612507217
F3,27.28123681261762,121.89885132307978
F1,23.864851742613084,107.03326776168535
Fz,22.945406052055663,90.45522750816218
F2,23.866285868740714,72.9697562324867
F4,27.280341503306897,58.102349673092874
F6,32.761617270716656,48.19975734647386
F8,39.24741032061996,42.07502617672094
F10,47.230195094641765,40.4551968575426
88,42.44251310619024,33.209606831203246
87,34.36892493525941,36.163213823614456
86,27.56225182182504,43.73330341331729
85,21.596627216389507,57.16080415406259
84,18.301602871887777,77.77201115486065
83,18.30174775480596,102.2287279873097
82,21.59704041322201,122.8417902808269
81,27.56319876084607,136.26673544590102
80,34.36938479708092,143.83696826415786
79,42.44300073338287,146.79067631218777
FT9,45.85417798257336,155.58163636281824
FT7,37.37729010115244,153.9749245751849
FC5,29.252228963215583,149.99414297537447
FC3,21.848686950580724,140.38475671085712
FC1,15.91881406032864,121.07695992057666
FCz,13.48541723149483,90.94491765772966
FC2,15.91760285512378,58.922609932969294
FC4,21.847504805118596,39.61687402419955
FC6,29.251490469034945,30.007106693855917
FT8,37.376788337375984,26.026544673047795
FT10,45.85387509138647,24.417529998249393
98,40.989151243539276,15.135978520491221
97,32.424572783026626,17.403524390980124
96,23.811986759900996,22.038056737626846
95,15.91600869859068,34.328159343656125
94,9.774435718615715,64.44971203536056
93,9.775404910520798,115.55096910170909
92,15.916263548907688,145.67606017767878
91,23.812012644070364,157.96458366222623
90,32.425126496537814,162.59644309174132
89,41.01773680979245,164.89218214349341
T7,35.92569190674992,173.23339225009806
C5,27.09811558097197,171.3115885294709
C3,18.327114252570613,166.64600698468405
C1,9.940797196487823,155.1239368036545
C2,9.939958148361063,24.883543235085597
C4,18.325842444734874,13.35493693426605
C6,27.097684863284037,8.688550641238464
T8,35.893067831942794,6.7727868767675545
Cz,4.040619329869345,89.99011446797101
99,30.99554730286501,182.99147430734405
100,22.106606380598734,182.2712189876783
101,13.187658515414405,183.8218373553198
102,4.305252349837089,189.73998927009268
103,4.304582156559932,350.2708483193922
104,13.186924828301478,356.174759079854
105,22.1062145884539,357.7258899280022
106,30.994933349438686,357.0086359187703
TP10,43.13607518983177,345.4054600900014
TP,34.587097427915346,346.1070377204052
CP6,26.14045518820666,345.520443033542
CP4,17.80153241149486,340.88332270040445
CP2,9.904107641320307,325.98881481593406
CPz,5.3861665598845185,267.6763091728525
CP1,9.905083602708865,214.01504525372107
CP3,17.802692787768432,199.116318788742
CP5,26.141444797959476,194.47878953164084
TP7,34.587833421791466,193.89187927144883
TP9,43.13617548830065,194.59551088681258
107,38.63217623035834,203.1253411838158
108,30.326676847850678,203.72132254447567
109,22.764766678963305,208.84372974335486
110,15.46737008368849,220.65518058612787
111,10.53986423499479,248.3261173663231
112,10.539767685367975,291.6725619323175
113,15.466702548466618,319.3422485119564
114,22.763890916321817,331.15663529395823
115,30.326320878956302,336.2785709405917
116,38.63166761192902,336.87477977980984
P10,42.40388037603503,327.76403919762157
P8,34.11634568414402,328.1612925382319
P6,27.271332174280634,323.1961508715596
P4,20.848851071129616,313.7070744866094
P2,16.293194502765473,295.3529203650078
Pz,14.840567086801952,269.2961500202725
P1,16.292003272110296,244.6423814889526
P3,20.84984446100886,226.2918908369962
P5,27.271437160238143,216.80536634041945
P7,34.117153797366555,211.83895105060165
P9,42.405544863763396,212.23776116879768
117,38.02868093973424,221.99956797084897
118,27.436970868925478,231.24666078677467
119,20.62362516287335,256.68785230634603
120,20.623217332175706,283.3106742706255
121,27.437164348133336,308.7523148588294
122,37.95422637255794,317.94795377502373
PO10,42.12309763608883,307.79378071284555
PO8,33.3309120453288,308.32085146195266
PO4,25.169557654905166,294.7120166525692
POz,24.0750569242017,270.00165913093105
PO3,25.17173225751018,245.28371062314017
PO7,33.344434250450725,231.64138983888313
PO9,42.12218979394273,232.2078116602757
123,37.48885235777439,241.13001816569755
124,28.755042285719956,258.9189480811122
125,28.75525107961056,281.07937802858953
126,37.462490290398065,298.8348401811119
O10,42.03203061921358,289.2780665705105
O2,33.060215784345104,289.64162135106494
Oz,33.22699756303028,269.6856374846603
O1,33.060249942184534,250.35679620268064
O9,42.030560936369035,250.72123268652516
127,37.87307595506182,259.8389775881705
128,37.889006191425445,280.0887028711968
Iz,41.756179721659855,269.2473787689077
