label,inc,azi
1,11.222322658125007,94.47083020017209
2,9.269965422547328,54.807486295275
3,5.356220939482021,2.733961670089286
4,3.4316383352308506,254.3915147930394
5,7.12246296663049,178.1106763623784
6,10.406845658686258,133.10776759137354
7,18.482283245117696,92.86353461923972
8,17.506820260024245,68.11501983643836
9,16.609561955722842,43.09976531081895
10,14.261962387185232,14.20951688385253
11,12.648863370862104,343.88886238846766
12,10.649390234543898,307.8723283950959
13,10.64888024702729,265.28788524097064
14,11.781213001456718,225.36535970558427
15,14.336674196013613,194.07755752347333
16,16.161575456767146,164.35726376613434
17,17.916408487808535,140.78796040063247
18,18.20706208570371,116.9975970889796
19,26.038787521257706,91.92526754283648
20,25.41014051832315,72.6022763378948
21,24.34250653658761,52.83372663706797
22,23.21917880281399,32.11671481601394
23,21.455838948163112,10.58550340551426
24,20.186759954622293,347.1621497348793
25,18.689306360196806,321.9226084273713
26,18.062260140310315,294.8908104097364
27,18.18659852933507,267.2429397826367
28,18.872573122081178,240.22696981680457
29,20.107047354987955,215.00753118054888
30,21.907074439215638,191.8277540865565
31,23.177792568927803,170.208995815771
32,24.72918086934385,150.04083502453562
33,25.448550130465037,130.30856044889737
34,25.99158296921436,111.12194027707562
35,33.470107259460086,82.7824235969141
36,32.899199053747935,66.91867419328582
37,31.888502303127495,51.12150388790832
38,30.78349844141486,34.45782236790433
39,29.47955927674788,17.367467155148574
40,28.138589530677976,358.02729307598196
41,27.123749183263268,339.30308145274176
42,26.251582432938726,319.62439672471976
43,25.872124568885805,299.88648803703774
44,25.729287486236082,279.4303238652886
45,26.085817996319363,256.6848431508724
46,26.808752175741603,236.78357142494622
47,27.635215705072298,218.00655095968975
48,28.797198081657992,199.4358805185089
49,29.92499912952262,181.84746758746599
50,31.191656307385156,163.61783044419622
51,32.26939544744382,147.33854366901318
52,33.041936437358785,131.26445521179767
53,33.64169041915788,115.90059611098519
54,33.74786651065965,100.23992293625963
55,40.92641294381885,91.66705742736315
56,40.38076709332706,74.77925518179097
57,40.02279161722017,57.72735372037516
58,38.48245243904745,40.798131427724684
59,37.37457928341426,23.52078753358228
60,36.2436772171001,6.1655045584141135
61,34.99578585387446,348.3793906963301
62,33.88435574781383,329.34807087362157
63,33.654322448961224,309.48624271302043
64,32.859892801389705,288.872286778103
65,33.07145614797225,267.9578690040319
66,33.490679431216286,248.25691296175074
67,34.81868185336125,228.26705366295528
68,35.438433328972145,209.19398747873828
69,36.742221794819145,191.09641096269547
70,38.048991412362525,174.05406435312193
71,39.01710799209223,157.49085701760032
72,39.85980480020896,140.87387320285995
73,41.00841646930195,124.36891996044301
74,40.89779216820094,107.62116828054366
75,45.60919169956254,38.54966357270985
76,44.391685219820516,18.55476989544536
77,43.723829149804615,356.43671194092326
78,41.99246674929884,336.09704410363673
79,41.210946196910044,313.99176733245116
80,40.62105139551832,291.2897690756514
81,40.92305823087695,268.50299754732123
82,41.30451298661989,246.4389019799901
83,42.45502607993948,224.31367096126056
84,43.77672886044339,202.87201539569975
85,45.07059490142256,183.20726139119566
86,46.23867688254706,162.21174195697927
88,47.41821974214985,142.87554678386607
Gnd,51.42867360729121,28.955230116612142
Ref,4.037406222114113,102.51370407174323
