label,inc,azi
1,4.345611200896672,89.99808765575767
2,13.427325758488212,89.3854107046032
3,11.882748439663562,49.33527620106622
4,7.635294137438357,357.49703651729794
5,4.7353308964925915,270.0017549575185
6,7.635264519867065,182.53095325782502
7,11.88544827519524,130.65231518147704
8,22.537396378922736,89.99963126598925
9,21.916658477618363,65.89166889381659
10,20.059522586889415,41.24251913832654
11,18.16747570652557,12.98885123945638
12,15.915193806369459,343.45151320968824
13,14.53483682961538,308.8873607768714
14,13.846173982263347,270.0006001877897
15,14.540593613946738,231.13191105991183
16,15.917132035219192,196.5743917865792
17,18.163087531866296,167.06857135378561
18,20.06421674860451,138.74093784038473
19,21.923340483111918,114.09968613269785
20,31.378627131913678,89.9997351603522
21,30.950543119627728,69.92931111653411
22,29.86677570290394,48.979329729659014
23,28.240866883642525,27.150249182707626
24,26.479326568798566,3.6906444268286123
26,24.78531547455369,339.1371867203417
26,23.28934513249076,311.58380414134416
27,23.211779615752818,284.3751094658378
28,23.189886708106776,255.61152014792538
29,23.275213330944727,228.38595679299294
30,24.785761572246447,200.8674014878035
31,26.47974443565615,176.28889412504157
32,28.240694803239307,152.8495717752595
33,29.87365007160079,131.00846442422335
34,30.950509936119204,110.07052075227301
35,40.909343762538754,90.20144710819511
36,39.93353947465176,70.8541471852493
37,39.17277827699958,50.53428652670618
38,37.58883165158242,29.638849348801102
39,36.242422390452425,6.886561837447857
40,34.36718232253396,343.2032215090666
41,32.955501621436525,319.0716709413335
42,32.016019730728175,294.48610943295796
43,31.469846725038142,269.4761619289991
44,32.00745902636555,245.50710137658058
45,32.94670975836108,220.9114632588067
46,34.37022822950156,196.81470597714772
47,36.24213439893239,173.113383174692
48,37.59415707119428,150.34599550598978
49,39.16249074620665,129.47755665593905
50,39.89806596952527,109.16309862138667
51,47.610611226569084,41.27346530868931
52,45.27449290207704,15.858685661683296
53,43.62088099605487,350.1323305821448
54,41.958699338086745,323.44974241019713
55,41.36933644452148,297.2476464647657
56,40.90909090934807,270.00020314077807
57,41.360924120050726,242.7466534906545
58,41.96977615331702,216.5708726201928
59,43.61379000152903,189.81546136172935
60,45.276866348906296,164.12985006402766
61,47.35708977867136,138.5806525491762
62,53.438370158391464,106.68969686309146
Gnd,50.73727705057258,24.180093560103103
Ref,50.687542160731404,155.94542184890747
