data
-3.330625
0.9958553
5.687887
8.85285
1.105667
16.25632
12.76027
4.539314
0.8548242
3.514985
8.003998
-2.025226
3.965433
3.441182
1.060061
0.5604912
-3.974688
5.8765
6.239995
5.751328
3.486078
-2.042219
0.2673695
2.075014
5.19326
-4.509887
-1.635805
-1.713744
-7.477914
-1.121948
-5.843254
-11.0379
-0.8529946
-7.283535
-5.424412
-5.004281
-2.343504
-4.480192
1.409693
-5.112332
-2.86826
12.56419
-1.993441
-2.204445
-0.0227975
-1.735387
-2.09468
4.078675
6.632523
10.20842
3.7868
5.338933
4.879923
-0.4481021
3.588817
12.88377
10.31384
-0.7395482
10.68917
1.258371
8.041099
2.804511
4.69588
7.280402
0.3055683
4.305977
6.700294
-2.241748
4.452906
1.931762
-1.788327
14.15539
14.05511
9.214632
10.14649
16.77449
6.512447
13.1193
11.20223
21.83935
10.79976
-3.721662
0.7331193
-0.03393096
1.390773
7.045132
1.330538
8.544377
4.957146
3.796553
8.811101
2.525165
-1.370134
-4.906301
0.451941
4.528632
-6.942635
4.290049
-6.357156
-4.388063
-6.402113
-3.494523
-5.126772
3.735872
1.981408
0.5126112
-5.066673
-3.547695
-2.890232
0.512702
-10.9953
-16.67923
-3.586732
-9.880943
-7.123394
-9.056999
-14.37924
-8.431479
-14.38162
-3.365406
0.4134657
-5.074971
-6.162307
-5.042747
-2.142977
-2.387907
2.496629
-3.579389
-4.40119
-7.545265
-3.189174
-13.69599
-9.132178
-2.241149
1.582516
-0.5446505
4.127224
-0.4061145
-4.497816
3.247205
0.5266827
7.869963
0.7642733
-0.9575418
5.021557
-1.400777
-7.359172
-6.383833
-0.3888764
3.622345
-8.345122
-4.821679
-8.208412
1.316895
5.923664
-6.982278
5.934135
9.928411
-6.806165
-0.3013678
5.0274
5.864579
-0.2822686
9.564466
-0.1639608
-1.360734
7.054409
6.542987
1.884051
2.8462
8.019827
11.57894
9.32908
-4.521379
-5.047933
-1.047205
2.751087
6.104952
2.63299
0.0004202986
-2.800443
-8.43182
-1.063026
0.1340162
1.74294
-1.644094
0.2846649
-8.844944
-2.934847
2.903949
6.108441
-2.101427
-8.202813
3.046493
-2.674892
3.277709
-4.824349
-3.909684
0.1098023
0.7080905
1.017096
-6.033565
5.370706
14.81061
6.180141
6.63987
6.523075
4.696917
1.624744
3.182367
2.560622
6.361752
15.4284
18.30355
19.25547
11.40236
24.0393
12.70315
7.359922
6.547675
14.57762
3.342485
0.8876817
5.56502
0.6051534
4.660624
2.621916
-1.481162
1.551419
8.044056
-5.189548
2.488899
-3.64972
-1.939033
-0.4933478
-8.333508
-1.796182
-9.242163
-20.73561
-2.636098
-5.885356
-16.03583
-5.129812
-3.587567
-5.944905
-10.11677
-8.138113
3.496973
-1.024221
-13.8526
-17.18432
-6.687084
-10.16915
-8.20041
-11.24448
-8.183506
-13.52315
-9.36167
-7.508072
-0.537202
6.710477
-10.7159
-6.21161
-0.9358093
-4.384206
-4.386318
-3.874249
-11.41889
-13.37911
-6.850746
-7.07543
-4.921072
-0.1131404
-11.23568
-11.76831
3.415998
-8.765289
-17.64346
-8.890146
-6.8619
1.422135
-6.541531
-5.150563
-6.983536
4.679637
-2.164689
8.600458
5.227819
8.23639
11.05335
17.19349
5.379538
7.493419
-7.073378
3.869364
-0.5615313
-0.750693
5.285966
-4.273047
3.171438
5.759351
0.3978075
3.276319
1.561888
-9.767267
-7.420833
-2.840112
-9.351411
-3.199144
0.4489381
3.413451
-3.576742
-2.057235
-6.422948
-2.019144
-3.053858
6.246785
7.907945
-7.23697
-11.07369
-4.419208
5.322887
-7.880958
-4.657489
-6.165416
-5.909572
-2.502356
-3.162622
1.483827
-4.789043
1.546595
1.659137
-5.257345
-0.8642881
-3.791605
3.322813
4.799881
0.6960602
0.1323564
3.54869
0.2298581
15.74084
14.70807
4.919328
10.19035
-3.406822
3.147958
2.252272
2.248857
0.3665846
-1.824568
-2.05089
4.76635
19.45813
4.056929
4.759074
-6.380315
-2.407321
1.17109
7.231264
-2.132391
-0.134004
6.734892
3.644459
8.496935
4.461856
5.405576
5.548829
8.369734
7.209758
3.271066
4.366379
8.375613
0.1948691
11.99614
3.849345
3.051784
5.611838
1.460589
8.066762
7.991045
15.52665
10.97896
2.545603
0.860522
12.69685
3.543788
16.955
10.93468
4.193382
10.49416
4.444739
13.69325
7.495994
17.64748
15.14752
23.12724
12.37805
14.16863
19.73588
20.49874
12.19178
19.6167
21.95059
12.47387
2.682387
6.198658
7.975928
4.182847
15.26675
9.99491
12.07483
14.69803
10.84035
28.96626
21.08831
15.54412
10.88498
12.81923
20.56944
9.111335
8.727875
13.54205
7.35183
-0.3088069
1.089168
-7.773901
1.177563
7.700732
-0.9888043
2.361309
-2.448699
-2.460095
9.051037
6.81737
-5.798518
-5.573363
2.26568
8.095958
-4.148337
-1.431131
-3.817147
10.76838
0.313915
-3.349814
4.129227
5.819874
-1.935546
-7.259851
0.2215171
-0.2309633
3.366563
-5.30188
-0.3187605
-1.080816
13.18183
8.524888
-10.50596
2.83124
7.187943
0.5368729
6.742391
5.138748
4.847414
9.369049
15.27663
16.62724
10.16998
13.33325
8.710711
4.672538
9.221256
8.924541
5.541221
6.097085
16.29556
14.52308
6.064192
6.306298
6.066916
7.595816
1.65077
2.833095
1.538282
-5.065408
-7.911544
-1.535053
-2.085873
-5.411291
4.408713
-1.004737
-3.444147
-10.68198
-3.757009
-4.169241
3.30089
-1.648992
-11.06494
3.08705
-7.887001
-14.67999
-5.882071
-0.9923159
2.190329
-8.356088
2.867248
-3.379572
5.911613
-2.415518
-5.450441
1.505236
0.3220991
5.985598
1.74591
-3.477638
6.525854
-0.6317167
-2.516483
-5.273154
-11.64838
-5.404347
-1.698902
-3.461519
-3.162279
0.1134657
4.80758
-3.972793
1.660541
2.314095
-4.780383
8.407164
-2.940428
9.52331
-3.848493
-1.764423
1.355496
4.581853
4.714206
4.422141
5.496468
3.633959
2.517548
6.680219
4.554374
4.237344
-2.591482
3.237794
3.858034
1.613776
4.107003
9.012729
