data
1.961742
7.929693
9.210339
15.81219
6.21032
10.74412
2.664737
3.053627
-4.287298
-0.2300265
-1.125025
-8.580479
-2.368159
1.646568
4.175166
-1.86794
-6.004483
-3.909071
-1.186735
2.662848
-5.450588
-3.082226
1.081532
2.489949
7.323301
0.8480391
0.7045597
-0.7237429
-6.17102
0.3950548
-5.953825
-6.644331
4.289555
1.749182
2.800641
1.154921
8.589773
3.565691
12.31469
10.47477
12.69333
22.57483
9.539707
12.62287
12.88806
18.02254
13.59308
15.45643
19.38586
16.33088
13.44269
16.75139
12.72694
9.600616
9.327656
15.84851
12.06133
-0.9457557
9.590798
2.613618
8.605762
3.649721
-0.539599
-0.9985366
-7.33287
-2.480232
-2.331795
-4.214205
-0.7735865
-3.055743
-6.887304
-1.445678
-2.0539
-1.241803
2.145853
10.06135
1.445837
2.222548
2.114928
10.57449
12.38589
0.4074095
-1.753698
0.8258096
0.9097937
5.226629
6.146401
10.41211
8.455208
11.89122
11.22069
5.323814
6.408376
2.694037
4.405426
9.691582
-0.1445596
6.042083
-5.175145
-1.337816
-1.697473
6.599744
2.445174
1.952429
-1.885281
-6.711325
-7.309103
-4.19935
-6.530315
-4.651226
-6.9923
-11.94913
-4.851957
-12.68986
-6.251225
-3.56153
-4.168378
2.24871
-7.885936
1.937491
2.845079
1.07087
-2.217289
-6.228108
-3.069249
-5.762072
2.266228
-5.338182
-2.005377
-4.065596
5.208776
-0.8727355
-1.83775
0.5391704
0.4043426
-7.042591
-2.700721
-2.281302
-7.031283
1.019078
0.3654809
12.86423
3.896071
-1.01592
5.673922
7.952077
3.666361
3.915887
4.513364
7.546525
2.169618
3.920854
-1.063882
9.368254
14.43472
-0.8454983
12.98121
19.46215
6.076378
12.18791
16.18098
15.24099
8.950948
12.63892
11.04623
1.360111
10.20925
19.96023
15.76696
18.18173
22.32836
27.02348
23.06882
15.98596
19.86023
21.48897
23.43991
25.35815
23.84872
20.39557
20.30145
15.99141
21.31242
17.92268
15.46027
9.932569
11.52948
12.37964
20.71515
14.12559
18.08972
12.51788
9.100578
16.3855
10.93563
12.12429
8.366373
9.647584
8.061728
12.39171
7.641104
7.948131
15.78518
14.47273
11.45247
10.98132
14.38778
16.0176
13.55273
10.44716
12.13997
15.02062
22.94626
27.46363
25.48861
21.19058
36.0342
19.30909
11.94709
12.73355
19.51039
7.964269
6.153152
6.583018
1.143915
